SeniorCitizen,Tenure,MonthlyCharges,InternetService,TechSupport,Contract,PaymentMethod,NumComplaints,AvgDailyUsageHours,TotalCharges
0,40,84.96,Fiber optic,No,One year,Mailed check,0,1.34,3438.63
0,50,52.56,No,No,Month-to-month,Electronic check,0,1.72,2566.6
0,43,102.04,DSL,No,Two year,Credit card (automatic),1,0.21,4308.45
0,12,137.53,DSL,Yes,Month-to-month,Bank transfer (automatic),0,7.24,1706.4
0,11,41.27,No,Yes,One year,Mailed check,1,0.08,478.57
1,8,59.12,DSL,Yes,Month-to-month,Credit card (automatic),1,0.11,412.8
0,47,85.03,DSL,Yes,One year,Credit card (automatic),0,0.12,4053.69
0,48,40.43,Fiber optic,No,Month-to-month,Mailed check,1,3.07,1841.47
0,52,22.67,Fiber optic,No,One year,Credit card (automatic),0,1.96,1224.85
0,55,60.44,No,No,Month-to-month,Bank transfer (automatic),0,5.42,3380.38
0,39,123.84,DSL,Yes,Month-to-month,Bank transfer (automatic),0,0.1,4905.7
0,23,25.22,Fiber optic,No,One year,Mailed check,0,1.76,520.38
1,71,71.47,DSL,No,One year,Mailed check,0,1.14,5072.76
0,32,111.46,Fiber optic,No,Month-to-month,Credit card (automatic),0,1.53,3492.63
0,22,134.38,DSL,Yes,Month-to-month,Credit card (automatic),0,1.08,3027.31
0,53,138.26,Fiber optic,No,Month-to-month,Credit card (automatic),0,1.69,7361.24
0,52,70.64,DSL,Yes,Month-to-month,Mailed check,0,3.56,3677.53
0,48,134.05,DSL,No,Month-to-month,Mailed check,1,1.33,6395.4
1,48,24.25,Fiber optic,No,Month-to-month,Electronic check,0,3.4,1153.1
0,59,109.51,No,No,One year,Credit card (automatic),1,2.29,6462.65
1,64,97.13,No,No,Month-to-month,Mailed check,1,3.0,6276.45
1,31,49.94,No,Yes,One year,Electronic check,0,1.61,1583.92
0,20,80.88,Fiber optic,Yes,One year,Bank transfer (automatic),0,1.1,1600.9
0,17,35.55,DSL,No,One year,Electronic check,1,0.11,564.99
0,59,124.59,DSL,No,Month-to-month,Bank transfer (automatic),0,2.7,7373.48
0,12,62.95,Fiber optic,Yes,Two year,Mailed check,0,0.42,797.77
0,23,95.13,DSL,No,One year,Credit card (automatic),0,0.06,2241.59
0,29,39.05,DSL,Yes,Month-to-month,Bank transfer (automatic),0,1.1,1089.22
0,1,44.74,DSL,Yes,Two year,Credit card (automatic),2,1.5,27.81
0,24,139.03,Fiber optic,Yes,Month-to-month,Credit card (automatic),1,1.63,3371.11
0,49,110.37,DSL,No,One year,Bank transfer (automatic),2,1.66,5377.46
0,13,135.44,DSL,No,Month-to-month,Credit card (automatic),0,1.59,1774.62
0,5,55.5,Fiber optic,No,Two year,Credit card (automatic),0,2.48,283.75
0,29,39.75,Fiber optic,Yes,One year,Credit card (automatic),0,2.2,1120.78
0,29,80.37,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,2.51,2399.81
0,37,79.36,Fiber optic,No,One year,Electronic check,0,0.93,2934.63
0,57,40.99,DSL,Yes,One year,Bank transfer (automatic),0,0.1,2300.58
1,40,107.99,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,1.53,4366.7
0,56,63.41,DSL,No,Two year,Credit card (automatic),0,0.35,3632.67
0,35,42.36,Fiber optic,No,Month-to-month,Mailed check,1,2.94,1486.52
0,63,59.84,Fiber optic,No,Two year,Mailed check,0,1.92,3729.09
0,15,87.64,No,Yes,One year,Bank transfer (automatic),0,2.18,1246.85
0,71,107.18,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.51,7606.16
0,13,77.83,DSL,No,Month-to-month,Bank transfer (automatic),0,1.5,1134.69
1,30,83.07,Fiber optic,No,Month-to-month,Mailed check,0,1.13,2518.17
0,65,36.67,Fiber optic,Yes,Two year,Mailed check,0,0.47,2348.99
0,67,129.76,Fiber optic,No,Month-to-month,Mailed check,1,2.51,8684.03
0,64,131.45,DSL,No,Month-to-month,Electronic check,0,1.2,8371.61
0,54,102.01,Fiber optic,Yes,Month-to-month,Electronic check,1,0.32,5523.31
1,39,22.12,DSL,No,Month-to-month,Mailed check,0,0.55,784.58
1,24,84.45,Fiber optic,No,Month-to-month,Mailed check,0,0.39,2045.34
0,24,95.51,Fiber optic,No,Month-to-month,Electronic check,1,0.56,2292.68
0,2,139.36,DSL,Yes,Two year,Mailed check,0,0.31,357.78
0,68,139.53,No,Yes,One year,Mailed check,0,0.7,9513.96
0,25,122.91,Fiber optic,No,Two year,Electronic check,1,1.78,3122.11
1,39,27.66,DSL,No,One year,Electronic check,1,4.8,1115.76
0,37,134.39,DSL,No,Month-to-month,Electronic check,0,0.35,4983.05
0,37,93.52,Fiber optic,No,Two year,Mailed check,0,0.53,3489.55
0,67,116.11,Fiber optic,No,Month-to-month,Mailed check,0,0.0,7790.57
1,6,68.86,No,No,Month-to-month,Credit card (automatic),0,0.38,354.73
0,29,58.36,DSL,Yes,Month-to-month,Mailed check,0,0.81,1720.26
0,18,75.59,DSL,No,Month-to-month,Mailed check,0,0.93,1350.55
1,34,37.62,No,No,Month-to-month,Electronic check,0,0.46,1361.83
0,32,62.85,No,Yes,One year,Bank transfer (automatic),0,0.24,1971.33
0,32,122.91,DSL,Yes,Two year,Mailed check,0,1.24,3865.12
1,37,24.55,Fiber optic,Yes,One year,Mailed check,0,0.79,949.04
1,9,38.11,DSL,No,Month-to-month,Mailed check,0,0.83,223.77
0,56,35.01,Fiber optic,No,One year,Credit card (automatic),0,3.38,2007.57
0,27,68.37,No,No,Two year,Electronic check,0,1.24,1894.33
0,37,139.64,DSL,No,Month-to-month,Credit card (automatic),0,0.74,5150.03
0,15,40.8,DSL,No,Month-to-month,Credit card (automatic),0,0.44,598.83
0,20,37.46,DSL,No,Month-to-month,Bank transfer (automatic),0,0.84,696.24
0,5,129.81,DSL,No,Month-to-month,Mailed check,1,2.97,611.82
0,40,125.85,DSL,Yes,One year,Credit card (automatic),1,5.03,5044.99
0,14,23.87,No,No,One year,Credit card (automatic),0,0.71,363.77
0,2,110.2,DSL,No,Month-to-month,Credit card (automatic),0,0.35,202.59
0,42,98.66,Fiber optic,Yes,One year,Electronic check,0,3.69,4121.24
0,46,112.13,Fiber optic,Yes,One year,Mailed check,0,0.23,5168.02
0,13,79.34,Fiber optic,No,One year,Credit card (automatic),1,0.53,1069.31
0,65,138.97,Fiber optic,Yes,Month-to-month,Mailed check,0,0.34,9037.46
0,28,25.26,DSL,No,Month-to-month,Mailed check,0,1.25,728.36
1,3,48.12,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.79,134.0
0,25,67.59,DSL,Yes,Two year,Electronic check,1,0.51,1596.71
0,11,73.97,Fiber optic,No,One year,Credit card (automatic),1,2.19,856.81
0,1,130.56,DSL,No,Month-to-month,Credit card (automatic),0,1.64,14.55
0,16,87.2,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,8.11,1345.78
0,34,25.41,Fiber optic,No,One year,Credit card (automatic),0,0.56,872.45
0,9,68.94,Fiber optic,No,Month-to-month,Electronic check,0,2.8,587.25
0,42,69.98,DSL,Yes,Month-to-month,Credit card (automatic),0,0.54,2942.39
0,20,135.86,DSL,Yes,Month-to-month,Electronic check,1,0.01,2785.14
0,14,91.9,No,No,Month-to-month,Credit card (automatic),0,0.25,1206.89
0,34,96.28,DSL,No,Month-to-month,Mailed check,0,1.07,3284.18
0,59,105.59,DSL,No,Month-to-month,Mailed check,0,2.49,6146.88
0,43,112.4,Fiber optic,Yes,One year,Bank transfer (automatic),0,0.09,4819.32
0,4,96.21,No,No,Two year,Credit card (automatic),0,2.68,348.8
1,17,48.46,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,1.89,748.99
0,20,124.89,Fiber optic,No,Month-to-month,Electronic check,0,0.05,2562.96
0,71,107.85,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.17,7671.61
0,50,109.02,DSL,No,Month-to-month,Bank transfer (automatic),0,0.12,5519.3
1,40,139.59,Fiber optic,Yes,One year,Credit card (automatic),0,1.7,5543.13
1,23,116.3,No,No,Month-to-month,Mailed check,0,1.23,2728.5
0,23,119.5,No,Yes,Month-to-month,Bank transfer (automatic),0,0.67,2772.08
0,37,134.17,DSL,Yes,One year,Mailed check,0,0.14,4898.31
0,43,38.14,Fiber optic,No,One year,Bank transfer (automatic),0,0.75,1586.73
0,56,79.73,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.72,4410.18
0,58,89.67,DSL,No,Month-to-month,Bank transfer (automatic),0,0.15,5214.05
0,33,59.51,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,2.91,1975.48
1,22,120.73,DSL,No,Month-to-month,Electronic check,0,0.1,2730.99
0,42,111.49,Fiber optic,No,Month-to-month,Bank transfer (automatic),2,1.41,4635.06
0,39,106.51,DSL,No,One year,Mailed check,0,0.31,4177.72
0,46,139.66,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.14,6435.16
0,40,51.13,Fiber optic,No,Two year,Electronic check,0,0.66,2006.44
0,46,108.25,Fiber optic,No,One year,Electronic check,0,1.65,5017.16
0,19,86.17,Fiber optic,No,Month-to-month,Electronic check,1,0.19,1620.9
0,64,57.56,DSL,No,Month-to-month,Credit card (automatic),0,0.97,3690.97
0,67,39.27,Fiber optic,Yes,One year,Credit card (automatic),0,0.78,2637.51
0,23,127.51,No,Yes,Month-to-month,Electronic check,0,0.84,2901.77
0,35,91.45,DSL,No,Month-to-month,Electronic check,1,4.31,3220.52
1,44,118.99,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.64,5264.21
0,1,85.44,Fiber optic,No,One year,Bank transfer (automatic),0,7.17,140.47
0,27,46.4,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,1.16,1236.01
1,25,60.51,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,2.77,1502.49
0,22,65.78,Fiber optic,Yes,Two year,Mailed check,0,0.64,1388.11
1,35,136.75,DSL,No,One year,Mailed check,0,0.13,4759.82
0,5,20.68,Fiber optic,Yes,One year,Bank transfer (automatic),0,0.13,64.69
1,34,138.28,Fiber optic,No,One year,Bank transfer (automatic),0,1.28,4713.82
0,37,137.66,DSL,No,Month-to-month,Electronic check,0,3.99,5130.3
1,34,139.54,Fiber optic,No,Two year,Bank transfer (automatic),0,0.11,4795.5
0,52,77.19,Fiber optic,No,Month-to-month,Mailed check,1,1.75,4071.97
1,37,135.66,Fiber optic,No,One year,Credit card (automatic),1,1.24,5049.73
0,58,67.47,DSL,No,Month-to-month,Credit card (automatic),0,1.58,3911.39
0,42,23.16,No,No,Two year,Electronic check,0,0.36,896.95
1,3,46.92,Fiber optic,No,One year,Credit card (automatic),0,0.11,163.5
0,4,133.44,Fiber optic,No,One year,Bank transfer (automatic),0,0.12,487.27
0,67,21.65,DSL,No,Two year,Electronic check,0,0.42,1437.96
0,44,85.52,Fiber optic,Yes,Two year,Bank transfer (automatic),0,0.36,3756.5
0,24,29.07,No,No,Month-to-month,Credit card (automatic),0,0.2,652.16
0,10,54.37,Fiber optic,No,Month-to-month,Bank transfer (automatic),1,0.46,503.61
0,28,30.57,Fiber optic,No,One year,Electronic check,1,1.15,858.6
1,33,123.14,Fiber optic,No,Two year,Electronic check,0,4.48,4054.22
0,13,90.93,Fiber optic,Yes,Month-to-month,Mailed check,0,3.83,1170.57
0,23,128.25,DSL,No,Month-to-month,Credit card (automatic),0,0.48,2912.87
1,58,102.6,Fiber optic,No,One year,Bank transfer (automatic),0,0.1,5999.3
1,38,136.52,Fiber optic,No,Month-to-month,Mailed check,0,8.15,5109.45
0,25,81.19,DSL,No,One year,Mailed check,0,0.97,2131.23
0,42,96.65,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,5.75,4058.79
0,35,89.16,No,No,One year,Bank transfer (automatic),0,1.16,3086.93
0,38,78.11,Fiber optic,No,Two year,Credit card (automatic),1,3.26,2890.26
0,60,121.52,DSL,Yes,Month-to-month,Bank transfer (automatic),1,0.89,7232.16
0,15,97.34,No,No,Month-to-month,Mailed check,0,1.46,1469.36
0,58,116.16,DSL,No,One year,Mailed check,0,1.15,6714.91
0,5,114.36,DSL,No,Month-to-month,Mailed check,0,0.37,504.21
1,55,42.93,DSL,Yes,One year,Bank transfer (automatic),0,2.16,2296.34
1,7,98.02,DSL,No,Month-to-month,Electronic check,0,0.08,652.9
0,26,43.96,DSL,Yes,One year,Credit card (automatic),0,0.68,1119.79
0,70,90.0,Fiber optic,No,Two year,Bank transfer (automatic),0,3.06,6336.9
0,26,101.29,Fiber optic,No,Month-to-month,Credit card (automatic),0,1.05,2605.48
0,45,139.67,Fiber optic,No,Two year,Credit card (automatic),1,0.12,6410.91
0,40,23.67,Fiber optic,No,Month-to-month,Mailed check,0,0.35,956.97
0,24,30.95,Fiber optic,No,One year,Credit card (automatic),0,0.17,776.19
1,17,29.24,DSL,No,Month-to-month,Electronic check,0,0.49,555.14
0,11,67.8,Fiber optic,No,Month-to-month,Bank transfer (automatic),1,0.27,675.51
1,50,118.59,Fiber optic,No,One year,Electronic check,0,1.87,5899.02
0,38,121.29,No,No,Month-to-month,Electronic check,1,1.62,4595.53
0,9,108.44,DSL,No,Month-to-month,Mailed check,1,0.22,1033.11
0,53,127.63,DSL,No,Month-to-month,Bank transfer (automatic),0,0.88,6762.04
1,28,58.74,Fiber optic,No,One year,Bank transfer (automatic),0,0.53,1649.41
1,40,30.58,Fiber optic,No,Month-to-month,Electronic check,0,0.62,1267.08
0,8,26.98,DSL,No,Month-to-month,Bank transfer (automatic),0,1.29,258.81
0,62,122.26,Fiber optic,No,One year,Credit card (automatic),1,3.43,7657.57
0,36,107.65,DSL,No,Month-to-month,Bank transfer (automatic),0,3.41,3801.6
0,13,103.83,No,Yes,Month-to-month,Bank transfer (automatic),0,0.8,1320.31
1,71,60.76,DSL,No,One year,Credit card (automatic),2,0.75,4294.14
0,38,65.59,DSL,No,One year,Credit card (automatic),2,1.09,2451.38
0,39,134.97,DSL,No,Month-to-month,Credit card (automatic),0,0.96,5284.13
0,53,27.66,Fiber optic,No,One year,Credit card (automatic),0,0.1,1499.63
1,2,112.85,DSL,No,Month-to-month,Bank transfer (automatic),0,1.3,135.9
0,54,57.16,Fiber optic,No,One year,Mailed check,0,1.32,3118.69
0,32,24.69,No,No,Month-to-month,Mailed check,1,0.9,755.64
0,70,109.11,DSL,Yes,Month-to-month,Credit card (automatic),2,0.8,7638.89
0,18,59.71,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,4.19,1029.14
0,33,106.66,DSL,No,Two year,Bank transfer (automatic),0,1.38,3559.27
0,49,104.92,Fiber optic,No,Month-to-month,Bank transfer (automatic),1,2.54,5095.52
1,46,84.17,DSL,No,Two year,Bank transfer (automatic),0,4.61,3869.48
0,45,113.28,DSL,No,Two year,Bank transfer (automatic),0,2.49,5126.71
1,55,89.72,Fiber optic,No,Two year,Mailed check,0,4.3,4950.1
1,56,54.4,DSL,No,Month-to-month,Electronic check,0,2.14,3004.62
0,50,108.09,No,No,One year,Electronic check,0,0.28,5400.08
0,53,90.7,Fiber optic,No,Month-to-month,Electronic check,1,0.39,4803.19
1,27,21.53,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.32,614.14
0,18,128.2,No,No,Month-to-month,Credit card (automatic),0,0.58,2297.03
0,26,85.48,No,No,Month-to-month,Mailed check,0,0.66,2209.2
0,47,124.24,Fiber optic,No,One year,Mailed check,0,2.5,5825.15
0,18,125.93,Fiber optic,No,Two year,Bank transfer (automatic),0,0.67,2195.88
1,50,73.4,DSL,Yes,Month-to-month,Mailed check,0,1.95,3715.01
0,6,80.92,Fiber optic,No,Month-to-month,Credit card (automatic),0,3.51,543.98
0,28,69.89,Fiber optic,No,Two year,Mailed check,1,0.18,2034.32
0,42,73.93,No,No,Month-to-month,Bank transfer (automatic),0,0.0,3126.75
0,68,127.42,DSL,Yes,Two year,Bank transfer (automatic),0,3.29,8604.06
0,57,114.58,DSL,No,Two year,Bank transfer (automatic),0,0.41,6433.61
0,7,35.18,DSL,Yes,Month-to-month,Credit card (automatic),1,0.25,261.61
0,41,93.24,No,No,One year,Electronic check,0,0.52,3787.81
0,41,139.51,DSL,No,One year,Electronic check,0,0.31,5701.59
0,12,91.47,Fiber optic,Yes,One year,Credit card (automatic),0,2.37,1087.64
0,25,114.3,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,1.51,2871.63
1,17,112.29,DSL,No,One year,Bank transfer (automatic),0,0.27,1883.41
0,41,62.04,Fiber optic,No,Month-to-month,Credit card (automatic),0,1.31,2580.15
0,50,64.62,Fiber optic,No,One year,Electronic check,0,0.35,3194.34
1,15,106.89,DSL,No,One year,Bank transfer (automatic),0,0.33,1589.84
0,2,80.0,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.36,194.45
0,44,88.47,No,No,Two year,Electronic check,0,1.64,3875.97
0,21,105.55,No,No,Month-to-month,Credit card (automatic),0,0.64,2285.47
0,22,113.31,Fiber optic,No,Month-to-month,Mailed check,0,2.16,2456.03
0,58,52.58,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,2.72,3101.46
0,61,37.62,DSL,No,Month-to-month,Electronic check,0,3.72,2232.74
0,67,55.02,No,Yes,Month-to-month,Credit card (automatic),1,1.48,3662.87
0,53,80.9,DSL,No,Month-to-month,Electronic check,1,0.37,4326.7
0,56,61.06,Fiber optic,No,Month-to-month,Electronic check,1,2.07,3505.83
0,22,88.2,DSL,Yes,Month-to-month,Mailed check,0,0.17,1966.19
0,59,26.42,DSL,No,Month-to-month,Bank transfer (automatic),1,0.3,1596.93
0,54,81.17,DSL,No,Month-to-month,Bank transfer (automatic),1,2.68,4410.26
0,62,64.16,Fiber optic,Yes,One year,Bank transfer (automatic),0,3.63,3968.65
1,55,84.16,Fiber optic,No,Month-to-month,Mailed check,1,0.1,4511.03
0,54,70.7,Fiber optic,No,Two year,Electronic check,1,0.56,3777.59
0,24,54.11,DSL,Yes,Month-to-month,Credit card (automatic),0,1.49,1268.13
0,25,128.49,No,Yes,One year,Electronic check,0,4.19,3164.66
0,48,42.17,DSL,Yes,Two year,Bank transfer (automatic),0,1.27,1948.49
0,62,101.76,DSL,No,Month-to-month,Mailed check,0,2.58,6391.42
1,44,130.96,Fiber optic,Yes,Month-to-month,Electronic check,0,3.84,5730.21
1,38,84.64,No,Yes,One year,Mailed check,0,1.1,3148.39
0,64,125.17,DSL,No,Month-to-month,Credit card (automatic),0,2.02,8155.42
1,68,34.98,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,1.63,2429.0
0,55,79.25,Fiber optic,No,One year,Bank transfer (automatic),1,1.67,4311.84
0,8,74.84,No,Yes,One year,Mailed check,2,1.09,556.71
0,69,20.97,DSL,Yes,Month-to-month,Bank transfer (automatic),0,1.46,1381.04
1,27,73.19,Fiber optic,No,One year,Mailed check,0,1.21,1902.59
0,44,64.28,DSL,Yes,One year,Mailed check,1,1.52,2789.39
0,25,100.38,DSL,Yes,Month-to-month,Credit card (automatic),0,1.06,2534.92
0,27,132.6,DSL,No,Month-to-month,Electronic check,0,0.38,3648.97
0,39,30.29,No,Yes,One year,Electronic check,1,1.77,1240.57
0,14,59.3,DSL,No,Month-to-month,Credit card (automatic),0,0.73,892.68
0,5,73.29,No,Yes,One year,Credit card (automatic),1,0.21,360.21
0,26,74.62,DSL,No,Month-to-month,Mailed check,0,2.86,1970.52
0,37,112.98,No,Yes,Month-to-month,Electronic check,0,0.3,4199.18
0,67,73.21,Fiber optic,No,Month-to-month,Bank transfer (automatic),1,1.17,4907.02
0,63,23.26,DSL,No,Two year,Bank transfer (automatic),2,1.92,1524.78
0,29,105.21,Fiber optic,No,Two year,Electronic check,0,1.56,3085.97
0,2,126.18,DSL,No,One year,Electronic check,0,0.26,262.5
1,61,81.67,Fiber optic,No,One year,Electronic check,0,0.32,4943.18
0,11,89.73,Fiber optic,No,Month-to-month,Mailed check,0,0.24,1052.66
0,29,39.55,Fiber optic,No,One year,Credit card (automatic),0,0.11,1083.34
0,37,46.48,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.5,1648.39
0,59,48.22,Fiber optic,No,One year,Mailed check,0,1.11,2731.46
0,37,71.69,DSL,No,Two year,Bank transfer (automatic),0,0.28,2648.57
0,14,131.38,No,No,Month-to-month,Mailed check,0,5.3,1858.29
0,17,82.61,No,Yes,One year,Electronic check,0,1.8,1341.93
0,51,43.05,DSL,No,One year,Credit card (automatic),1,1.31,2194.44
0,28,51.93,DSL,No,Month-to-month,Credit card (automatic),1,1.72,1509.08
0,59,66.08,Fiber optic,Yes,One year,Mailed check,0,0.86,3929.68
0,20,94.79,Fiber optic,No,One year,Credit card (automatic),0,0.95,1868.02
0,16,72.8,DSL,No,One year,Mailed check,1,3.29,1205.29
0,17,67.09,DSL,No,Month-to-month,Credit card (automatic),1,1.92,1192.25
0,56,87.77,Fiber optic,Yes,Month-to-month,Mailed check,0,1.33,4969.54
0,36,49.02,Fiber optic,Yes,Two year,Electronic check,0,4.5,1798.4
0,59,29.47,DSL,Yes,One year,Mailed check,1,1.63,1663.05
0,37,22.93,No,Yes,One year,Credit card (automatic),1,0.76,926.6
0,11,50.15,Fiber optic,No,Month-to-month,Mailed check,1,0.07,564.2
0,0,30.99,Fiber optic,No,Month-to-month,Mailed check,1,0.74,0.0
1,57,60.36,Fiber optic,No,Two year,Credit card (automatic),0,3.88,3489.44
1,2,112.75,DSL,Yes,Month-to-month,Electronic check,0,0.07,213.26
0,62,105.96,Fiber optic,Yes,Two year,Mailed check,1,0.31,6428.52
0,20,93.31,DSL,No,Month-to-month,Bank transfer (automatic),1,2.48,1922.2
0,22,122.3,DSL,No,Month-to-month,Bank transfer (automatic),0,0.68,2662.8
0,8,53.85,DSL,No,Month-to-month,Electronic check,0,0.31,422.16
0,54,126.21,DSL,No,Month-to-month,Electronic check,1,2.54,6815.61
0,18,67.91,Fiber optic,No,One year,Credit card (automatic),0,1.23,1207.16
0,61,68.11,Fiber optic,Yes,Two year,Credit card (automatic),0,1.19,4164.05
0,38,68.64,DSL,No,Month-to-month,Mailed check,0,0.52,2651.81
0,26,31.77,DSL,Yes,Month-to-month,Electronic check,0,1.69,851.64
0,45,137.06,Fiber optic,No,One year,Mailed check,0,2.97,6116.11
0,33,36.62,DSL,No,One year,Credit card (automatic),0,2.08,1140.36
0,32,60.91,DSL,No,Month-to-month,Mailed check,0,1.42,1929.69
0,49,58.32,Fiber optic,Yes,Month-to-month,Mailed check,0,0.65,2818.09
0,19,28.96,No,No,Month-to-month,Mailed check,2,2.89,510.07
0,39,38.27,No,Yes,One year,Electronic check,0,1.25,1450.82
1,57,25.38,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,3.31,1512.72
0,30,55.09,DSL,No,One year,Electronic check,0,0.44,1678.11
0,37,124.0,Fiber optic,No,Month-to-month,Mailed check,2,1.59,4571.92
0,44,60.73,DSL,No,Two year,Credit card (automatic),0,4.1,2677.78
0,40,34.84,DSL,No,Month-to-month,Bank transfer (automatic),1,0.7,1414.35
0,8,97.48,Fiber optic,Yes,Month-to-month,Mailed check,0,4.53,744.68
0,8,139.59,Fiber optic,Yes,One year,Mailed check,0,0.75,1120.58
0,62,47.88,DSL,Yes,One year,Credit card (automatic),1,0.86,2855.32
0,21,53.55,DSL,No,Month-to-month,Mailed check,0,2.46,1126.97
0,15,136.62,Fiber optic,No,Two year,Mailed check,0,0.45,2080.93
0,31,41.45,No,No,One year,Bank transfer (automatic),0,1.84,1313.16
0,65,81.35,Fiber optic,No,Month-to-month,Electronic check,0,0.53,5292.0
0,13,48.76,Fiber optic,No,One year,Credit card (automatic),0,1.35,570.3
0,37,131.88,No,No,One year,Credit card (automatic),0,2.24,4896.62
1,7,137.78,Fiber optic,Yes,One year,Credit card (automatic),0,0.04,1013.76
0,20,117.76,Fiber optic,No,Two year,Electronic check,0,0.14,2402.78
0,55,57.77,DSL,No,One year,Electronic check,1,4.09,3175.08
0,45,68.42,DSL,No,Month-to-month,Bank transfer (automatic),1,2.54,3092.75
0,42,49.08,Fiber optic,Yes,One year,Bank transfer (automatic),0,3.14,2049.32
0,45,126.89,DSL,Yes,One year,Credit card (automatic),0,0.87,5740.67
